application_id,discovered_at,company,sector,role,role_family,role_type,geography,logistics_status,channel,screening_decision,screening_reason,submitted_at,stage,status,status_updated_at,contact_person,fit_score,fit_label,notes,cv_file,cover_letter_file,source
app-20260728-manticoreai-founding-ai-security-engineer-62b5ccca,2026-07-28,ManticoreAI,Autonomous pentesting / AI security,Founding AI / Security Engineer,ai_security,Founding-level role or contractor/implementation-partner path,,,LinkedIn InMail + Calendly + direct email,pending,,,closed,CLOSED 2026-08-05 - POSITION FILLED,2026-08-05,Saeid Atabaki / Neal Beets,90,Strong,"Added from Gmail/LinkedIn backfill after user confirmed follow-up sent. Initial inbound: 2026-07-15 LinkedIn InMail from Neal Beets about ManticoreAI hiring a Founding AI / Security Engineer; ManticoreAI described as an AI-powered cybersecurity platform for autonomous penetration testing, vulnerability discovery, exploit blocking, code fixes, and continuous retesting. Meeting scheduled via Calendly/Teams with Saeid Atabaki for 2026-07-20 13:30 EET. No post-call feedback found in Gmail as of 2026-07-28: no inbound from manticore.ai after the call. User sent follow-up email 2026-07-28 with subject 'Following up on ManticoreAI conversation' asking for role-fit/next-step update and whether the fit is as founding engineer, contractor, or implementation partner. Strong match: AI security, autonomous agents, pentesting/security background, founder-level ownership, and agentic implementation. Gmail rechecked 2026-07-29: no inbound ManticoreAI/Saeid/Neal reply after user follow-up sent 2026-07-28 10:51 EEST to saeid@manticore.ai. Email check 2026-08-05: no response from Saeid Atabaki or the ManticoreAI team since Fathin's follow-up ""Following up on Founding AI / Security Engineer role"" sent 2026-07-28 10:51. Eight days silent - treat as cooling; send one final short nudge or close out. CLOSED 2026-08-05: user informed via LinkedIn that the Founding AI / Security Engineer position has already been filled. This explains the silence after the 2026-07-28 follow-up - no reply was coming. No further nudge; do not re-apply to this req. Source is the user's LinkedIn message (Hyper LinkedIn connection inactive, so the thread could not be archived here). Keep Saeid Atabaki / Neal Beets as warm contacts - ManticoreAI (autonomous pentesting, exploit blocking, continuous retesting) is a direct match for the AI/LLM security track, so worth a re-ping if they open another engineering req.",,,https://manticore.ai
app-20260727-freedom-consulting-inc-forward-deployment-engineer-ai-deployment-engineer-opportunities-f786c065,2026-07-27,Freedom Consulting Inc.,AI deployment / enterprise consulting,Forward Deployment Engineer / AI Deployment Engineer opportunities,forward_deployed,Unknown,,,LinkedIn InMail,qualified,,2026-07-27,submitted,FORM SUBMITTED + DETAILS SENT 2026-08-03,2026-08-03,Shalu Antony / Nandini Singh Jadon,82,Potential - verify client quality/comp/remote,"Added from Gmail LinkedIn digest. Shalu Antony replied 2026-07-27 to AI Opportunities with Freedom Consulting Inc. She said she can share more about Forward Deployment Engineer / AI Deployment Engineer opportunities supporting enterprise clients designing, integrating, and deploying AI solutions into production. Areas mentioned: LLM applications, RAG pipelines, AI agents, automation, cloud platforms, enterprise integrations, and client collaboration. Needs LinkedIn follow-up to obtain exact client, location, compensation, contract/employment structure, and seniority. Second Freedom Consulting recruiter, Nandini Singh Jadon, replied 2026-07-31 12:39 on the same theme (two recruiters now working the same req: Shalu Antony 2026-07-27 and Nandini 2026-07-31). Nandini confirms an open Forward Deployment Engineer role with enterprise clients on Generative AI, LLMs, AI agents, RAG, and intelligent automation. She asks for email address + WhatsApp number and offers a 15-minute call Mon-Fri 11:00-12:30 CEST. Shalu separately asked for WhatsApp with a 07:00-16:00 CET calling window. Caution before sharing WhatsApp: consultancy/staffing shape, client and stack undisclosed, engagement model and rate unknown - ask for client, comp/rate, remote policy, and engagement type in writing first. Contact: Shalu Antony / Nandini Singh Jadon. Gmail received 2026-08-03 from Shalu Antony after the call: asks candidate to complete n8n profile form, attach updated CV, and share full name, current rate/salary, expected rate/salary, availability, nationality, current location, relocation/preferred country, and travel openness. Arihant copied. Recommended response: send updated CV plus concise details; use senior FDE/AI deployment positioning and avoid accepting relocation beyond travel without client/rate details. User confirmed on 2026-08-03 that the Freedom n8n profile form was submitted and the follow-up details were sent to Shalu after the call. Submitted/sent package used generic AI Deployment/FDE CV cv/main_freedom_ai_deployment_engineer.pdf and the senior FDE/AI deployment positioning with B2B rate expectations. Email update: Shalu Antony sent ""Next Steps for AI Practice Opportunities"" 2026-08-03 12:07 with an n8n intake form; Fathin completed the form and replied 2026-08-03 15:56 with CV, EUR 100/h current / EUR 120-140/h expected B2B, immediate availability, Nigerian nationality, Tallinn location, remote-preferred, open to travel. Awaiting concrete role details (client type, engagement model, remote/travel, start date, budget). No reply as of 2026-08-05.",cv/main_freedom_ai_deployment_engineer.pdf,,https://www.linkedin.com/messaging/thread/2-ZjQyMzFmOTItODQzYi00MTRkLWIwM2UtZTA1NTI3NTRmNjE3XzEwMA==/
app-20260710-dragonfly-askdragonfly-com-senior-ai-engineer-58662bcc,2026-07-10,Dragonfly (askdragonfly.com),Applied AI / vertical AI product,Senior AI Engineer,applied_ai,Unknown (recruiter-scheduled video interview),,,Direct email / Google Calendar,qualified,,2026-07-10,closed,REJECTED 2026-07-21 - FEEDBACK REQUEST UNANSWERED,2026-07-21,Olivier Parent,,UNRATED - reached interview stage,"Added from Gmail backfill 2026-07-31; this pipeline was never tracked. Timeline: calendar invite received 2026-07-10 16:37 from Olivier Parent (olivier@askdragonfly.com) for 'Interview with Dragonfly' on 2026-07-14 12:30-13:45 EEST; interview took place 2026-07-14 (Read.ai meeting report generated same day); rejection received 2026-07-21 14:35 - after speaking with the team they determined there isn't an ideal fit at this time and will not move forward with the candidacy. Fathin replied 2026-07-21 15:21 asking for 2-5 sentences of feedback on gaps; Olivier has NOT replied as of 2026-07-31 (10 days). Signal: another interview-stage loss with no feedback - same pattern as Wise. ACTION: one polite feedback nudge to Olivier, then close out. Read.ai transcript/report for the 2026-07-14 call is the best source of what actually went wrong; pull it before the next senior-AI-engineer interview. GRANOLA TAPE ANALYSED 2026-07-31 (meeting 10895e1d-1b84-4944-815c-2cda001cb133, transcript in documents/interview_transcripts/dragonfly_2026-07-14.txt). 156 turns / ~75 min, framed as verifying reasoning on technology tradeoffs. STRONG: git worktrees for parallel agent isolation, browser agents (Playwright vs Browserbase/Hyperbrowser), DSPy vs Temporal chosen on durability/retries, MCP-server vs native tool distinction, sandbox definition. WHERE IT BROKE: asked to CHOOSE between event-driven glue and a programmatic pipeline he enumerated more agents instead of choosing; missed the port-collision problem in concurrent sandboxes so the interviewer supplied the answer himself and closed the thread; on model selection he deferred to public benchmarks and said 'I need to do some research on that' twice, never mentioning task-specific evals even though his own AeroBench work was the ideal answer; dismissed the open-source vs open-weight distinction; conflated parameter count with context-window capacity (factually wrong) and could not detail MoE/MLA/RL training; answered 'I haven't studied it that deeply' on the transformer attention mechanism, after which the interviewer explained attention to him; described MCP servers as talking to services 'without the use of API calls' (wrong, and his own specialty); cited tool-count best practice as 'I read it somewhere' then proposed bundling actions into one tool. CONFOUNDER: audio failed repeatedly on BOTH sides throughout, materially degrading a reasoning interview. OWN GOAL: closing question 'how many pivots have you made in two years' took five turns to land and is mildly hostile to a startup. VERDICT: genuine knowledge-depth rejection on ML/transformer fundamentals, not a delivery problem. Feedback request to Olivier Parent still unanswered after 10 days.",,,
app-20260801-xop-ai-associate-ai-developer-5ba56a4d,2026-08-01,xop.ai,AI for MSPs / MSP workflow automation,Associate AI Developer,other,"Remote flexible/open; B2B/contract, part-time, side hustle, or full-time",,,Company careers form,qualified,,2026-08-01,submitted,SUBMITTED 2026-08-01,2026-08-01,Matt Ruck,86,Strong as flexible/side-hustle; 72/100 full-time underlevel risk,"Submitted via xop.ai company form on 2026-08-01. Posting: orchestrate AI coding agents across research, planning, implementation, testing, review, debugging, and release; bug remediation; client feature requests; client calls/email; PR review; CI, previews, deployment, and post-release monitoring. Remote role with US Eastern overlap; preferred arrangement selected: Flexible / open. Application used tailored CV and cover-letter field built around AgentSIM as coolest AI project, including REST, webhooks, Python and TypeScript SDKs, MCP server, session lifecycle states, diagnostics, usage controls, and branchable outcomes. Secondary proof: Solitude enterprise computer-use agents, InsightAI ReactFlow agent/voice-agent editor, secure APIs, PostgreSQL, CI/CD, eval harnesses, and BackToBirth 95.8% F1 across 141 aviation docs. Main risk: Associate title/comp may underlevel candidate; best path is flexible B2B/part-time/side-hustle or higher-ownership path if scope grows. Metric correction (2026-08-10): the earlier application wording ""95.8% F1 across 141 documents"" used the wrong denominator and omitted provenance. Verified published result: 95.79% field-level F1 on 87 evaluated documents; self-reported against model-derived annotations, with 47.13% exact-form accuracy and 3.03% false-accept rate.",cv/main_xop_ai_developer.pdf,cover_letters/cover_xop_associate_ai_developer.pdf,https://xop.ai/careers/associate-ai-developer
app-20260801-camunda-ai-forward-deployed-engineer-emea-50c0f15f,2026-08-01,Camunda,Agentic orchestration / enterprise workflow automation,"AI Forward Deployed Engineer, EMEA",forward_deployed,Full-time remote/global via Remote.com; occasional travel,,,Ashby / Camunda careers,rejected,,,closed,CLOSED / REPLACED REQUISITION - NOT SUBMITTED,2026-08-01,,92,Strong,"Original ProcessOS FDE requisition. Strong match: FDE/customer-to-code ownership, production AI workflows, React/TypeScript/Python, integrations, evals, governance, and regulated aviation/fintech/security background. Tailored CV and cover letter were prepared. The Camunda Ashby form was completed and submission attempted on 2026-08-03, but Ashby returned: ""Your application submission was flagged as possible spam."" No confirmation page or receipt was observed. The requisition closed by 2026-08-17. A new replacement requisition was submitted separately; see the 2026-08-17 Camunda row.",cv/main_camunda_ai_fde_emea.pdf,cover_letters/cover_camunda_ai_fde_emea.pdf,https://jobs.ashbyhq.com/camunda/42b8007d-8299-4793-9581-2b3868ba0754
app-20260801-vercel-software-engineer-ai-sdk-09589511,2026-08-01,Vercel,AI SDK / developer tooling / agentic infrastructure,"Software Engineer, AI SDK",ai_platform,Full-time remote if outside SF/NY/London/Berlin commute distance,,,Vercel careers,qualified,,2026-08-02,submitted,SUBMITTED 2026-08-02 - CONFIRMED RECEIVED 2026-08-02,2026-08-02,,92,Strong with location/open-source caveat,"Fresh target from developer-tooling search. Excellent TypeScript + AI SDK fit: AI-native products and agents, TypeScript toolkit, provider integrations, SDK design, tests, docs, open-source feedback loops, developer DX. Strong match: Next.js/React, TypeScript/Node, AgentSIM SDK/protocol work, MCP servers, structured outputs, evals/observability. Risks: application form lists accepted-country choices with Estonia likely under Other; SF comp listed $196k-$294k but adjusted by location; open-source/public SDK proof should be emphasized. Prepared tailored CV and cover letter; not submitted yet. Submitted via Vercel careers form on 2026-08-02; confirmation text displayed: ""Your job application was submitted."" Form answers: currently based country=Other (Tallinn/Estonia), visa sponsorship now/future=No for current country, work authorization=valid work permit and no company sponsorship needed, excluded US states=No, source=LinkedIn, resume uploaded. Vercel form did not request a cover letter. Email update: confirmation received 2026-08-02 09:09 UTC from no-reply@vercel.com, subject ""Thank you for applying to Vercel!"", confirming receipt of the Software Engineer, AI SDK application and that Vercel commits to reviewing and responding to every application.",cv/main_vercel_ai_sdk.pdf,cover_letters/cover_vercel_ai_sdk.pdf,https://vercel.com/careers/software-engineer-ai-sdk-5474915004
app-20260801-braintrust-open-source-engineer-python-66d0ccf5,2026-08-01,Braintrust,AI observability / evals / Python SDKs,Open Source Engineer - Python,other,Full-time remote / NYC / Seattle listed,,,Braintrust careers / Ashby,qualified,,2026-08-02,submitted,SUBMITTED 2026-08-02 - CONFIRMED RECEIVED 2026-08-02,2026-08-02,,88,Strong with OSS/location caveat,"Fresh target from developer-tooling search. Role builds open-source Python SDKs for LLM evaluation and AI observability, including design, implementation, release, docs, community support, provider/framework integrations, testing/profiling/release automation. Strong match: Python AI systems, AgentSIM PyPI SDK, log-analyzer-mcp, eval harnesses, traces, observability, docs, failure analysis. Risks: deep Python-library/open-source maintainer bar and location may be US-leaning despite remote label. Prepared tailored CV and cover letter; not submitted yet. Attempted submission via Ashby on 2026-08-02 in both hidden browser and persistent Chrome DevTools session; both attempts returned Ashby error: ""Your application submission was flagged as possible spam."" Manual browser submit required. Prepared answer used location Tallinn, sponsorship for US employment=Yes, resume uploaded, LinkedIn URL included, OSS links: https://github.com/Fato07/log-analyzer-mcp and https://github.com/Fato07/agit. Additional note framed Python SDK craftsmanship, AI observability, eval loops, and remote/EOR flexibility. Email update: application DID go through despite the earlier Ashby spam block. Confirmation received 2026-08-02 09:15 UTC from Braintrust (no-reply@ashbyhq.com), subject ""Thanks for applying to Braintrust"", confirming the Open Source Engineer application is with the hiring team for review. Prior MANUAL APPLY - ASHBY SPAM BLOCKED status was stale; no further action needed.",cv/main_braintrust_python_oss.pdf,cover_letters/cover_braintrust_python_oss.pdf,https://www.braintrust.dev/careers/ba4d6676-f65c-42c9-84ee-285f2da15e0d
app-20260816-whisperly-senior-applied-ai-engineer-10bfcd78,2026-08-16,Whisperly,AI governance / GRC / compliance automation,Senior Applied AI Engineer,applied_ai,Full-time Remote / Tallinn,,,Company careers page,qualified,,2026-08-16,submitted,CONFIRMED RECEIVED 2026-08-16,2026-08-16,,93,Strong,"SUBMITTED via Whisperly careers after completing Cloudflare Turnstile. Gmail confirmation received 2026-08-16 from Whisperly Careers (careers@whisperly.ai), subject 'We received your application, Fathin': application successfully received for the Senior Applied AI Engineer role. Tailored two-page CV, contact details, role, source, tailored message, and privacy consent were submitted. Strong match: production LLM systems, document understanding and information extraction, RAG/vector databases, evaluation and safety testing, Python/FastAPI, GRC/compliance context, and remote/Tallinn logistics.",cv/main_whisperly_applied_ai.pdf,,https://whisperly.ai/careers/senior-applied-ai-engineer
app-20260810-bolt-principal-program-manager-ai-project-charter-b800300d,2026-08-10,Bolt,Mobility / rides operations / applied AI,"Principal Program Manager, AI Project Charter",other,"Full-time hybrid, Tallinn; 3 office days/week",,,Bolt careers page,qualified,,2026-08-10,closed,REJECTED 2026-08-12,2026-08-12,,93,Strong,"Hands-on IC role building and deploying AI agents, dashboards, decision systems, and workflow automations across Rides Operations. Strong match: Python, SQL, APIs, LLM agents, ambiguous customer-to-code ownership, rollout/monitoring, governance, and measurable operational outcomes. Tallinn hybrid requirement is workable. User confirmed submission on 2026-08-12. Gmail rejection received 2026-08-12: after review, Bolt chose other candidates for this role. Bolt will keep the application on file for future opportunities that may be a better fit.",cv/main_bolt_ai_project_charter.pdf,,https://bolt.eu/en/careers/positions/17571024-3767-49cc-8c0d-633f10054cc7/
app-20260810-shen-ai-agentic-systems-engineer-a3165212,2026-08-10,Shen AI,Digital health / agentic AI / biosignals,Agentic Systems Engineer,applied_ai,"Full-time remote or on-site, Tallinn/Wroclaw",,,Company Google Form,qualified,,2026-08-10,submitted,SUBMITTED - USER CONFIRMED 2026-08-12,2026-08-12,,89,Strong,"Builds scientific-literature and patent agents, RAG ingestion for Slack/Confluence/JIRA/email, GitHub/Sentry agents, sandboxed experiments, eval harnesses, privacy guardrails, and biosignal analysis. Strong match: production Python agents, RAG, retrieval, evals, CI/CD, Docker/Kubernetes, security, and applied ML. Main gaps: direct PPG/BCG signal processing, C++/CUDA, and deeper GCP/Vertex AI evidence. User manually submitted the restored Google Form on 2026-08-12.",cv/main_shen_agentic_systems_engineer.pdf,,https://shen.ai/job-post/agentic-systems-engineer
app-20260816-luminor-bank-ai-platform-engineer-beee6e82,2026-08-16,Luminor Bank,Banking / generative AI platform,AI Platform Engineer,ai_platform,"Full-time hybrid, Tallinn",,,Teamtailor / CVKeskus,qualified,,2026-08-16,submitted,CONFIRMED RECEIVED + EMAIL VERIFIED 2026-08-16,2026-08-16,,82,Strong with AWS platform-depth gap,"SUBMITTED via Teamtailor. Confirmation page requested email verification; Gmail receipt confirmed Luminor received the application, and the one-time verification link was opened. Form values: Estonia residence, EU work authorization Yes, never worked at Luminor, source job board, available immediately, salary expectation €6,690 gross/month (top of advertised €4,190-€6,690 range; open to overall package). Tailored CV and cover letter uploaded. Strong overlap: production AI agents, knowledge bases, vector/document pipelines, observability, governance, security, Python, and CI/CD. Honest gaps: direct Amazon Bedrock, EKS, and Terraform ownership is adjacent rather than primary.",cv/main_luminor_ai_platform_engineer.pdf,cover_letters/cover_luminor_ai_platform_engineer.pdf,https://www.cvkeskus.ee/ai-platform-engineer-tallinnas-luminor-bank-as-1047220
app-20260816-luminor-bank-senior-security-engineer-data-platform-f471118d,2026-08-16,Luminor Bank,Banking / data-platform security,Senior Security Engineer (Data Platform),ai_security,"Full-time hybrid, Tallinn",,,Teamtailor / CVKeskus,qualified,,2026-08-16,closed,REJECTED 2026-08-21,2026-08-21,,84,Strong strategic,"SUBMITTED via Teamtailor. Initial confirmation page requested email verification; Gmail receipt confirmed Luminor received the Senior Security Engineer (Data Platform) application, and the one-time verification link was opened. Form values: Estonia residence, EU work authorization Yes, never worked at Luminor, source job board, correct identity/contact details, mandatory privacy consent accepted. Tailored CV and cover letter uploaded. Strong overlap: security engineering and architecture, threat modelling, automated guardrails, CI/CD controls, scripting, observability, auditability, and regulated fintech context. Honest gaps: deep hands-on AWS IAM/KMS/S3, Terraform, and data-platform security ownership are adjacent rather than primary. Gmail rejection received 2026-08-21: after review, Luminor chose candidates whose experience more closely matched the role's current requirements.",cv/main_luminor_security_engineer_data_platform.pdf,cover_letters/cover_luminor_security_engineer_data_platform.pdf,https://www.cvkeskus.ee/senior-security-engineer-data-platform-tallinnas-luminor-bank-as-1049329
app-20260817-camunda-ai-process-forward-deployed-engineer-b1337216,2026-08-17,Camunda,Agentic orchestration / enterprise workflow automation,AI Process Forward Deployed Engineer,forward_deployed,Full-time remote via direct employment or Remote.com; occasional customer travel,,,Ashby / Camunda careers,qualified,,2026-08-17,submitted,SUBMITTED - CONFIRMED ON PAGE 2026-08-17,2026-08-17,,92,Strong,"Fresh replacement requisition posted after the original AI Forward Deployed Engineer opening closed. Submitted in normal Safari via Ashby; the confirmation page displayed: ""Your application was successfully submitted. We'll contact you if there are next steps."" A tailored two-page CV was uploaded; the form did not request a cover letter. Form values: Tallinn/Estonia, legally eligible Yes, Estonian work visa/residence-work permit, remote willing Yes, salary EUR 110,000-130,000 gross annual base plus equity and flexible based on scope/total compensation, LinkedIn provided, no Camunda employee contact, shipped at a large enterprise but did not own production operations, built and operated production agentic systems including testing for non-determinism and failure recovery, workflow/BPMN conceptual or design experience but no production BPMN claim, and privacy consent accepted. Strong match: forward-deployed delivery, production agents, workflow automation, enterprise integrations, evals, recovery paths, customer handoff, governance, and regulated-system experience. Honest gap: no demonstrated production Camunda/BPMN ownership.",cv/main_camunda_ai_process_fde.pdf,,https://jobs.ashbyhq.com/camunda/987fb6e0-1e22-45e5-b152-57acbcb59cb2
app-20260817-sky-spy-python-software-engineer-ai-ml-integration-ai-agents-17487f9c,2026-08-17,Sky Spy,Defense tech / RF intelligence / AI agents,Python Software Engineer - AI/ML Integration & AI Agents,applied_ai,"Full-time hybrid, Tallinn",,,JazzHR / Sky Spy careers,qualified,,2026-08-17,submitted,SUBMITTED - CONFIRMED ON PAGE 2026-08-17,2026-08-17,,80,Strong,"Submitted in normal Safari via JazzHR. The confirmation page displayed: ""Your application has been received. Thank you for your interest in this position. Please feel free to apply for any of our other open positions."" A tailored two-page CV was uploaded; the form did not request a cover letter. Contact and Tallinn address fields were completed, and reCAPTCHA verification passed. Strong overlap: production Python, FastAPI/Django, REST APIs, SDKs, CLIs, tool calling, MCP, RAG, agent workflows, Docker/Linux delivery, CI/CD, observability, diagnostics, retries, and secure integrations. Honest gaps: embedded Linux/device integration, constrained-device inference, ONNX/TensorRT/OpenVINO, native C/C++, and RF/SIGINT domain depth.",cv/main_sky_spy_python_ai_agents.pdf,,https://skyspyai.applytojob.com/apply/wFjXAodd3Y/Python-Software-Engineer-AIML-Integration-AI-Agents
app-20260817-robco-senior-applied-ai-engineer-m-f-d-150554b1,2026-08-17,RobCo,Autonomous industrial robotics / agentic AI,Senior Applied AI Engineer (m/f/d),applied_ai,Full-time remote Europe,,,Ashby / RobCo careers,qualified,,2026-08-17,closed,REJECTED 2026-08-24,2026-08-24,,96,Strong,"SUBMITTED through RobCo's Ashby form. Confirmation page displayed: ""Thank you for your application! It has been successfully submitted. We'll contact as soon as possible regarding the next steps."" Form values included Fathin Dosunmu, fathindos.fd@gmail.com, +372 phone, available immediately, market-competitive salary flexibility, Tallinn/Harju/Estonia, relocation No because the role is Europe-remote, legal work authorization Yes, LinkedIn, and tailored CV. No supporting document or cover letter was requested. Strong fit: production agent workflows, customer-problem-to-factory-floor delivery, Python/TypeScript, reliability, evals, security, and founder-level product ownership. Gmail rejection received 2026-08-24: RobCo did not move forward because other applicants more exactly matched its current team structure and upcoming project-phase requirements; no individual feedback was provided.",cv/main_robco_senior_applied_ai.pdf,,https://jobs.ashbyhq.com/robco/4d090169-ddee-4058-9020-4940f0877f7d/application
app-20260817-hipeople-applied-ai-engineer-systems-reliability-remote-berlin-based-7b3eea78,2026-08-17,HiPeople,HR tech / AI-native hiring infrastructure,Applied AI Engineer – Systems & Reliability (remote/Berlin-based),applied_ai,Full-time remote worldwide,,,Ashby / HiPeople careers,qualified,,2026-08-17,submitted,SUBMITTED - CONFIRMED ON PAGE 2026-08-17,2026-08-17,,95,Strong,"SUBMITTED through the current live HiPeople Ashby requisition. Confirmation page displayed: ""Your application was successfully submitted. We'll contact you if there are next steps."" The current form requested only name, email, LinkedIn, and resume; tailored CV uploaded and all required fields validated. No cover letter or custom questions were requested. Strong fit: applied agentic AI, production reliability, observability, evaluation, secure systems, and end-to-end product ownership.",cv/main_hipeople_applied_ai_reliability.pdf,,https://jobs.ashbyhq.com/hipeople-official/6c330d7b-7c6d-4993-8893-b58b5289d442/application
app-20260817-eigen-labs-senior-agentic-ai-engineer-ac165b9d,2026-08-17,Eigen Labs,Open coordination / agentic infrastructure / distributed systems,Senior Agentic AI Engineer,applied_ai,Full-time remote; US-time-zone preference; EOR outside US,,,Ashby / Eigen Labs careers,qualified,,2026-08-17,submitted,SUBMITTED - CONFIRMED ON PAGE 2026-08-17,2026-08-17,,94,Strong,"SUBMITTED through Eigen Labs' Ashby form. Confirmation page displayed: ""Your application was successfully submitted. We'll contact you after the team reviews your submission."" Form values included name, email, +372 phone, LinkedIn, GitHub, X, fathin.ee, Tallinn/Estonia, US work authorization No, tailored motivation, and evidence from Prism and AgentSIM; tailored CV uploaded. No cover letter was requested. Strong fit: agent runtimes, orchestration, memory, reliability, observability, evals, cost-aware execution, developer tooling, distributed systems, and security. Role explicitly supports non-US hires through an EOR.",cv/main_eigen_senior_agentic_ai.pdf,,https://jobs.ashbyhq.com/eigen-labs/c02fa001-23c9-4d68-8c0a-e27a742d76a4/application
app-20260820-carta-staff-software-engineer-middle-office-c16fb2b1,2026-08-20,Carta,Private capital / fintech infrastructure / AI-native cap table and fund administration,"Staff Software Engineer, Middle Office",other,Full-time hybrid; San Francisco; 3 office days/week; relocation and US sponsorship required,,,Greenhouse / Carta careers,qualified,,2026-08-20,closed,REJECTED 2026-08-20,2026-08-20,,74,Good,"Submitted through Carta Greenhouse. Confirmation page: ""Thank you for your interest in Carta. We received your application."" Application disclosed no current US work authorization, future sponsorship required, no prior Carta employment, willingness to work the stated San Francisco hybrid schedule, and no need for LLM interview access assistance. Tailored CV and cover letter uploaded. Strong Python/Django, React/TypeScript, PostgreSQL, fintech and platform-engineering overlap; principal gaps are direct middle-office/private-capital depth, Staff-level scale in a larger organization, and US immigration/logistics. Gmail rejection received 2026-08-20: after a competitive review, Carta decided not to move forward with the candidacy; no role-specific feedback was provided.",cv/main_carta_staff_software_engineer_middle_office.pdf,cover_letters/cover_carta_staff_software_engineer_middle_office.pdf,https://job-boards.greenhouse.io/carta/jobs/7866977003
app-20260820-databricks-field-engineering-enablement-leader-f9541a5b,2026-08-20,Databricks,Data and AI platform / field engineering enablement,Field Engineering Enablement Leader,other,Full-time; United States remote; US work authorization and sponsorship required,,,Greenhouse / Databricks careers,qualified,,2026-08-20,closed,REJECTED 2026-08-21,2026-08-21,,82,Strong,"Submitted through Databricks Greenhouse. Confirmation page: ""Thank you for applying to Databricks! Your application has been received."" Application disclosed no current US work authorization, future sponsorship required, no prior Databricks employment, and completed export-control declarations as none of the restricted categories / not applicable. Tailored CV and cover letter uploaded. Strong builder-led field enablement, technical demos, reusable assets, data/AI platform, RAG/agent, governance and customer-facing delivery match; gap is direct ownership of a large enterprise field-enablement organization and US-only logistics. Gmail rejection received 2026-08-21: after reviewing the submitted skills and experience, Databricks decided not to move forward for this role and invited future applications through its careers page.",cv/main_databricks_field_engineering_enablement_leader.pdf,cover_letters/cover_databricks_field_engineering_enablement_leader.pdf,https://www.databricks.com/company/careers/field-engineering-enablement/field-engineering-enablement-leader-8701065002
app-20260821-r8-technologies-full-stack-software-engineer-ai-native-97d42b4f,2026-08-21,R8 Technologies,Building energy efficiency / AI-native document intelligence,Full Stack Software Engineer (AI-Native),other,"Full-time onsite or hybrid, Tallinn",,,Email / R8 Technologies careers,qualified,,2026-08-21,submitted,SUBMITTED - EMAIL SENT 2026-08-21,2026-08-21,,92,Exceptional,"Application email sent successfully from the connected personal Gmail account to info@r8tech.io; Gmail returned a SENT-labelled message and thread. Subject: Application: Full Stack Software Engineer (AI-Native) - Fathin Dosunmu. Tailored two-page CV attached; tailored cover letter included in the email body. Strong fit across Python/FastAPI, React/TypeScript, document intelligence, structured extraction, evals, validation loops, SQL, and end-to-end delivery. Tallinn-based, authorized to work in Estonia, and available for the stated onsite or hybrid arrangement.",cv/main_r8_fullstack_ai_native.pdf,cover_letters/cover_r8_fullstack_ai_native.pdf,https://r8tech.io/career/full-stack-software-engineer-ai-native/
app-20260821-esto-ai-automation-engineer-febbd4fa,2026-08-21,ESTO,Fintech / AI-powered operations automation,AI Automation Engineer,other,"Full-time hybrid, Tallinn",,,Teamtailor / ESTO careers,qualified,,2026-08-21,submitted,CONFIRMED RECEIVED 2026-08-21,2026-08-21,,93,Exceptional,"Submitted through ESTO Teamtailor. HTTP 200 application response and confirmation page displayed: Applied to AI Automation Engineer; Thanks for applying; We have received your application and we will be reviewing it shortly. Form disclosed current Estonia work authorization with no employer sponsorship required, expected gross salary EUR 7,500 per month, immediate availability, LinkedIn source, Tallinn address, and +372 phone. Tailored two-page CV uploaded and tailored cover letter pasted into the form. Required application privacy consent accepted; optional future-opportunities contact consent left unchecked. Strong fit across operational automation, agent orchestration, APIs, internal-system integration, observability, failure recovery, fintech delivery, and reusable workflow patterns.",cv/main_esto_ai_automation_engineer.pdf,cover_letters/cover_esto_ai_automation_engineer.pdf,https://jobs.esto.eu/jobs/8235300-ai-automation-engineer
